sgRNA	Gene	plasmid	ESC1
chr17:24474697-24474720	9930021D14RIK	37.96347556563158	104.40945040241007
chr2:174456989-174457012	TUBB1	220.18815828066317	134.86220676977968
chr2:12405858-12405881	FAM188A	65.48699535071448	55.46752052628035
chr2:163828837-163828860	WISP2	87.31599380095264	242.53445249726508
chr7:132597807-132597830	NKX1-2	85.41782002267105	44.591536109362636
chr1:151405506-151405529	1200016B10RIK	171.7847269344829	319.7539418573809
chr9:95988984-95989007	XRN1	93.01051513579738	51.11712675951327
chr11:99012009-99012032	TOP2A	92.06142824665659	0.0
chr6:116515879-116515902	OLFR212	74.02877735298158	35.89074857582847
chr17:31512156-31512179	WDR4	22.778085339378947	5.437992208458859
chr7:99099414-99099437	UVRAG	95.85777580321974	120.72342702778666
chr1:151411381-151411404	1200016B10RIK	316.9950209730237	437.2145735600922
chr13:95008835-95008858	WDR41	47.454344457039475	18.489173508760118
chr7:119819424-119819447	2610020H08RIK	132.87216447971053	151.17618339515627
chr14:50926317-50926340	APEX1	76.87603802040395	82.65748156857465
chr11:99949105-99949128	KRTAP9-5	132.87216447971053	106.58464728579362
chr6:122831458-122831481	FOXJ2	121.48312181002106	108.75984416917717
chr7:15627194-15627217	OBOX3	116.73768736431711	303.4399652320043
chr12:38835294-38835317	ETV1	246.76259117660527	190.32972729606004
chr11:108923750-108923773	AXIN2	141.41394648197763	315.4035480906138
chr2:85785651-85785674	OLFR1015	137.61759892541448	155.52657716192334
chr2:127539236-127539259	PROM2	110.09407914033159	133.7746083280879
chr8:92833113-92833136	MMP2	55.04703957016579	1.0875984416917717
chr16:43990673-43990696	GRAMD1C	108.19590536205001	115.28543481932779
chr2:86890639-86890662	OLFR1097	113.89042669689475	180.5413413208341
chr1:5589252-5589275	OPRK1	164.19203182135658	96.79626131056767
chr4:111928760-111928783	SKINT8	308.4532389707566	411.1122109594897
chr9:39839677-39839700	OLFR971	173.68290071276448	299.0895714652372
chr8:69707506-69707529	ZFP869	214.49363694581842	237.0964602888062
chr4:43770591-43770614	OLFR159	84.46873313353026	107.67224572748539
chr4:155630236-155630259	CDK11B	330.28223742099476	518.7844566869751
chr2:85984383-85984406	OLFR1030	99.6541233597829	23.927165717218976
chr12:75969395-75969418	SYNE2	222.08633205894475	477.45571590268776
chr4:108848016-108848039	KTI12	59.79247401586974	36.978347017520235
chr3:107968176-107968199	GSTM3	64.53790846157369	54.379922084588586
chr8:43569455-43569478	ADAM26A	149.95572848424476	79.39468624349934
chr11:29538661-29538684	MTIF2	81.6214724661079	9.788385975225944
chr6:124700703-124700726	LPCAT3	40.81073623305395	8.700787533534173
chr2:86658360-86658383	OLFR1085	63.5888215724329	6.52559065015063
chr13:4196450-4196473	AKR1C13	181.2755958258908	330.6299262742986
chr3:34650560-34650583	SOX2	319.84228164044606	10.875984416917717
chr5:107910023-107910046	FAM69A	731.7459915275488	795.0344608766851
chr18:80973216-80973239	SALL3	121.48312181002106	131.59941144470437
chr12:111410252-111410275	A230065H16RIK	68.33425601813684	5.437992208458859
chr7:64318281-64318304	MTMR10	461.2562281224237	467.6673299274618
chr17:35098948-35098971	ABHD16A	69.28334290727764	23.927165717218976
chr5:33663880-33663903	TACC3	68.33425601813684	176.190947554067
chr2:51148292-51148315	RND3	89.21416757923421	36.978347017520235
chr2:29790528-29790551	COQ4	57.89430023758816	2.1751968833835433
chr13:32724842-32724865	MYLK4	107.24681847290921	123.98622235286197
chr2:121432286-121432309	PDIA3	113.89042669689475	53.29232364289681
chr7:24125595-24125618	ZFP112	13.287216447971053	0.0
chr19:4189482-4189505	TBC1D10C	198.359159830425	245.7972478223404
chr10:99108816-99108839	GALNT4	83.51964624438948	121.81102546947842
chrX:20672432-20672455	UBA1	68.33425601813684	0.0
chrX:72383010-72383033	MAGEA10	120.53403492088027	150.08858495346448
chr7:28778968-28778991	SIRT2	77.82512490954474	68.51870182658162
chr7:12152723-12152746	VMN1R78	68.33425601813684	64.16830805981454
chr11:58382800-58382823	2210415F13RIK	157.54842359737106	410.0246125177979
chrX:101082789-101082812	SLC7A3	100.60321024892369	138.125002094855
chr7:30564076-30564099	U2AF1L4	46.50525756789869	9.788385975225944
chr2:167026189-167026212	DDX27	58.84338712672895	1.0875984416917717
chr9:109839639-109839662	NME6	100.60321024892369	21.751968833835434
chrX:72916310-72916333	CETN2	63.5888215724329	80.4822846851911
chr6:43217234-43217257	OLFR434	130.02490381228816	179.4537428791423
chr13:21347421-21347444	OLFR1367	299.9114569684895	348.03150134136695
chr9:62273215-62273238	SPESP1	139.51577270369606	178.36614443745054
chr7:41482614-41482637	AW146154	308.4532389707566	411.1122109594897
chr16:97746060-97746083	RIPK4	95.85777580321974	117.46063170271134
chr5:9420713-9420736	9330182L06RIK	645.3790846157369	772.1948936011579
chr4:132541816-132541839	DNAJC8	381.5329294345974	745.0049325588636
chr12:11255197-11255220	GEN1	318.89319475130526	206.6437039214366
chr12:84809603-84809626	LTBP2	490.6779216857882	766.756901392699
chr7:43721118-43721141	KLK13	134.7703382579921	387.1850452422707
chr9:27056111-27056134	NCAPD3	79.72329868782631	0.0
chr2:36859932-36859955	OLFR351	167.98837937791976	117.46063170271134
chr19:12674629-12674652	OLFR1442	96.80686269236054	78.30708780180755
chr13:62171205-62171228	ZFP808	332.18041119927636	468.75492836915356
chr14:37131636-37131659	GHITM	53.14886579188421	180.5413413208341
chr8:41282586-41282609	PCM1	87.31599380095264	149.0009865117727
chr13:67408684-67408707	ZFP459	98.70503647064211	101.14665507733477
chr2:152479414-152479437	DEFB20	144.2612071494	220.78248366342964
chr16:56823474-56823497	TMEM45A	168.93746626706053	164.2273646954575
chr1:165916958-165916981	POU2F1	27.523519785082897	20.664370392143663
chr1:106950700-106950723	SERPINB12	77.82512490954474	177.27854599575878
chr4:148043415-148043438	MTHFR	339.77310631240266	333.8927215993739
chr6:29320784-29320807	FAM71F1	144.2612071494	197.94291638790244
chr8:43185363-43185386	TRIML2	734.5932521949711	887.4803284204856
chr1:88701455-88701478	ARL4C	135.7194251471329	87.00787533534174
chr3:58545261-58545284	EIF2A	382.4820163237382	333.8927215993739
chr7:100938883-100938906	P2RY6	256.25346006801317	358.9074857582846
chr7:19416728-19416751	CKM	65.48699535071448	104.40945040241007
chr17:6948069-6948092	RSPH3B	44.60708378961711	0.0
chr1:45918354-45918377	SLC40A1	191.71555160643948	210.9940976882037
chr1:174430813-174430836	OLFR414	52.199778902743425	10.875984416917717
chr5:140331132-140331155	FTSJ2	99.6541233597829	16.313976625376576
chrX:145340935-145340958	LHFPL1	37.01438867649079	100.05905663564299
chr8:95637922-95637945	GINS3	101.55229713806447	14.138779741993032
chr5:103875830-103875853	KLHL8	81.6214724661079	28.277559483986064
chr14:33366558-33366581	ARHGAP22	465.0525756789869	489.4192987612972
chr2:5961491-5961514	UPF2	312.24958652731976	126.16141923624551
chr16:4875793-4875816	FAM100A	121.48312181002106	105.49704884410185
chr13:23934077-23934100	HIST1H2BA	30.370780452505265	31.540354809061377
chr2:113365630-113365653	FMN1	59.79247401586974	77.21948936011579
chr7:89404844-89404867	FZD4	129.07581692314739	110.9350410525607
chr12:57238701-57238724	PRPS1L3	148.05755470596316	59.817914293047444
chr12:116281620-116281643	ESYT2	52.199778902743425	39.15354390090378
chr7:45702490-45702513	CAR11	48.40343134618027	40.24114234259555
chr12:40668449-40668472	DOCK4	173.68290071276448	231.65846808034738
chrX:16739098-16739121	MAOB	507.7614856903224	504.64567694498203
chr2:163276071-163276094	TOX2	102.50138402720528	201.20571171297775
chr4:129657768-129657791	KPNA6	350.21306209295136	305.6151621153878
chr6:48708037-48708060	GIMAP6	46.50525756789869	77.21948936011579
chr17:34932049-34932072	NEU1	112.94133980775395	102.23425351902654
chr11:82742108-82742131	CCT6B	112.94133980775395	125.07382079455374
chr2:91204273-91204296	ACP2	85.41782002267105	91.35826910210882
chrX:16768493-16768516	MAOB	41.75982312219474	65.2559065015063
chr19:28901470-28901493	SLC1A1	156.59933670823028	106.58464728579362
chr4:86662177-86662200	PLIN2	57.89430023758816	117.46063170271134
chr4:88754978-88755001	GM13271	39.86164934391316	54.379922084588586
chr12:105812352-105812375	PAPOLA	142.36303337111843	134.86220676977968
chr9:44985111-44985134	CD3D	449.86718545273425	421.9881953764074
chr4:137753996-137754019	ALPL	81.6214724661079	67.43110338488984
chr13:41656235-41656258	GM5082	230.62811406121185	207.73130236312838
chrX:135746095-135746118	ARMCX5	46.50525756789869	53.29232364289681
chr18:40258926-40258949	KCTD16	53.14886579188421	32.62795325075315
chr11:43197471-43197494	ATP10B	183.17376960417238	340.41831224952455
chr13:94999912-94999935	WDR41	162.293858043075	175.10334911237524
chr6:24637729-24637752	WASL	113.89042669689475	95.7086628688759
chr9:38026226-38026249	OLFR883	54.097952681025006	29.365157925677835
chr1:191719533-191719556	LPGAT1	140.46485959283686	238.184058730498
chr6:142767835-142767858	CMAS	35.116214898209215	30.452756367369606
chr5:113097740-113097763	2900026A02RIK	63.5888215724329	80.4822846851911
chr4:129654904-129654927	KPNA6	136.66851203627368	229.4832711969638
chr11:73777177-73777200	OLFR389	84.46873313353026	112.02263949425249
chr6:83109405-83109428	MRPL53	39.86164934391316	34.80315013413669
chr13:27807483-27807506	PRL2A1	159.44659737565263	218.6072867800461
chr11:87167475-87167498	TRIM37	361.6021047626408	180.5413413208341
chr1:11545155-11545178	A830018L16RIK	27.523519785082897	22.839567275527205
chr6:34875556-34875579	3110062M04RIK	28.472606674223687	3.262795325075315
chr15:60823707-60823730	FAM84B	53.14886579188421	59.817914293047444
chr2:36122869-36122892	RBM18	112.94133980775395	89.18307221872527
chr5:93187746-93187769	CCNI	87.31599380095264	137.03740365316324
chr16:32369391-32369414	UBXN7	53.14886579188421	85.92027689364996
chr6:135241341-135241364	GSG1	126.22855625572501	168.5777584622246
chr3:62604098-62604121	GPR149	194.56281227386185	635.1574899479947
chr10:127742486-127742509	ZBTB39	123.38129558830263	69.60630026827339
chr7:41481313-41481336	AW146154	178.42833515846843	171.8405537872999
chr13:84260170-84260193	TMEM161B	167.03929248877895	383.9222499171954
chr11:53422820-53422843	LEAP2	94.90868891407895	96.79626131056767
chr15:82343390-82343413	FAM109B	223.03541894808555	194.68012106282714
chr8:56298377-56298400	HPGD	117.6867742534579	113.11023793594426
chr2:28661673-28661696	TSC1	198.359159830425	174.01575067068347
chr14:50653783-50653806	OLFR746	216.39181072410003	263.19882288940875
chr5:30388728-30388751	OTOF	75.92695113126317	43.50393766767087
chr2:76372045-76372068	RBM45	92.06142824665659	58.73031585135567
chr18:64470768-64470791	FECH	57.89430023758816	28.277559483986064
chr11:115623966-115623989	SLC25A19	67.38516912899605	34.80315013413669
chr9:19808553-19808576	OLFR859	182.22468271503158	243.62205093895685
chr1:118855530-118855553	GLI2	94.90868891407895	131.59941144470437
chrX:23749944-23749967	WDR44	193.61372538472108	307.7903589987714
chr4:148164243-148164266	FBXO2	54.097952681025006	92.44586754380059
chr4:141589360-141589383	FBLIM1	41.75982312219474	38.06594545921201
chr8:85080312-85080335	WDR83	67.38516912899605	67.43110338488984
chr5:137736104-137736127	6430598A04RIK	114.83951358603554	147.91338807008094
chr2:129285966-129285989	CKAP2L	78.77421179868553	123.98622235286197
chr18:37334703-37334726	PCDHB6	120.53403492088027	177.27854599575878
chr7:108055211-108055234	OLFR479	88.26508069009343	193.59252262113534
chr8:84952648-84952671	RTBDN	53.14886579188421	52.20472520120504
chr1:173332697-173332720	DARC	342.620366979825	468.75492836915356
chr7:45217409-45217432	TEAD2	86.36690691181185	25.014764158910747
chr4:91264086-91264109	ELAVL2	166.09020559963818	169.66535690391638
chr4:117880974-117880997	B4GALT2	41.75982312219474	29.365157925677835
chr7:19696957-19696980	APOE	56.945213348447375	80.4822846851911
chr6:39405723-39405746	MKRN1	167.98837937791976	154.43897872023157
chr4:56792427-56792450	IKBKAP	438.47814278304475	166.40256157884107
chr12:72903263-72903286	4930447C04RIK	299.9114569684895	441.5649673268593
chr7:30270726-30270749	WDR62	342.620366979825	284.95079172324415
chrX:107870722-107870745	FAM46D	231.57720095035265	212.08169612989548
chr4:141595272-141595295	FBLIM1	55.04703957016579	104.40945040241007
chrX:26298889-26298912	GM2030	119.58494803173949	202.29331015466954
chr2:163853949-163853972	KCNK15	141.41394648197763	234.92126340542268
chr7:24638999-24639022	LYPD3	134.7703382579921	55.46752052628035
chr10:41894059-41894082	SESN1	64.53790846157369	164.2273646954575
chr5:3666814-3666837	4930511M11RIK	106.29773158376842	67.43110338488984
chr9:109841968-109841991	NME6	111.99225291861316	158.78937248699867
chr10:79881140-79881163	PRTN3	126.22855625572501	126.16141923624551
chr7:103603869-103603892	OLFR619	101.55229713806447	52.20472520120504
chr2:167484533-167484556	SPATA2	602.6701746044014	590.565953838632
chrX:145340943-145340966	LHFPL1	65.48699535071448	29.365157925677835
chr19:32486218-32486241	MINPP1	161.34477115393423	275.1624057480182
chr2:155830996-155831019	FAM83C	120.53403492088027	183.8041366459094
chr14:55827209-55827232	NFATC4	46.50525756789869	81.56988312688287
chr17:37952695-37952718	OLFR761	239.16989606347897	246.88484626403218
chr5:35066579-35066602	DOK7	36.06530178735	56.55511896797213
chr8:85079677-85079700	WDR83	24.67625911766053	2.1751968833835433
chr16:32806726-32806749	GM933	71.18151668555922	130.5118130030126
chr3:95292172-95292195	FAM63A	111.99225291861316	95.7086628688759
chr13:62172237-62172260	ZFP808	230.62811406121185	468.75492836915356
chr7:5220644-5220667	VMN1R57	47.454344457039475	22.839567275527205
chr11:105328418-105328441	MRC2	184.12285649331318	169.66535690391638
chrX:44367754-44367777	DCAF12L2	57.89430023758816	52.20472520120504
chr7:45170444-45170467	SLC17A7	72.1306035747	8.700787533534173
chr7:64388959-64388982	MPHOSPH10	116.73768736431711	30.452756367369606
chrX:23756973-23756996	WDR44	88.26508069009343	35.89074857582847
chr11:117812658-117812681	SYNGR2	115.78860047517632	146.82578962838917
chr15:79485320-79485343	KCNJ4	65.48699535071448	96.79626131056767
chr2:121053589-121053612	TGM5	109.1449922511908	157.7017740453069
chr8:61687360-61687383	PALLD	176.53016138018685	129.42421456132084
chr9:19808510-19808533	OLFR859	168.93746626706053	243.62205093895685
chr9:38025902-38025925	OLFR883	132.87216447971053	144.65059274500564
chr8:13165945-13165968	LAMP1	56.945213348447375	8.700787533534173
chr3:67392927-67392950	MLF1	96.80686269236054	31.540354809061377
chr13:19373202-19373225	STARD3NL	102.50138402720528	91.35826910210882
chr7:122762257-122762280	CACNG3	32.268954230786846	1.0875984416917717
chr1:87475107-87475130	3110079O15RIK	127.1776431448658	76.13189091842402
chr8:72109967-72109990	OLFR374	51.25069201360264	63.080709618122754
chr5:105891266-105891289	ZFP326	119.58494803173949	102.23425351902654
chr4:108848361-108848384	KTI12	47.454344457039475	10.875984416917717
chr9:107687961-107687984	SEMA3F	135.7194251471329	167.49016002053284
chr9:114709202-114709225	DYNC1LI1	42.708910011335526	23.927165717218976
chr4:16006420-16006443	OSGIN2	130.97399070142896	195.7677195045189
chr4:132538259-132538282	DNAJC8	82.57055935524869	44.591536109362636
chr16:10835205-10835228	A630055G03RIK	14.236303337111844	0.0
chr6:134869965-134869988	GPR19	66.43608223985527	87.00787533534174
chr17:34033560-34033583	RXRB	84.46873313353026	43.50393766767087
chr2:88224566-88224589	OLFR1170	156.59933670823028	245.7972478223404
chr2:86455960-86455983	OLFR1066	122.43220869916185	158.78937248699867
chr17:47699616-47699639	FRS3	62.63973468329211	84.83267845195819
chr11:115604777-115604800	MRPS7	57.89430023758816	14.138779741993032
chr1:154204773-154204796	ZFP648	47.454344457039475	32.62795325075315
chr4:128617875-128617898	TLR12	51.25069201360264	101.14665507733477
chr10:118150850-118150873	MDM1	334.0785849775579	652.559065015063
chr6:71773207-71773230	REEP1	137.61759892541448	199.0305148295942
chr12:80404669-80404692	DCAF5	76.87603802040395	127.24901767793729
chr2:32740544-32740567	6330409D20RIK	168.93746626706053	164.2273646954575
chr15:3340991-3341014	GHR	238.22080917433817	333.8927215993739
chr1:178244401-178244424	PPPDE1	183.17376960417238	187.06693197098474
chr6:34875581-34875604	3110062M04RIK	319.84228164044606	400.23622654257196
chrX:135745277-135745300	ARMCX5	93.01051513579738	242.53445249726508
chr8:11244347-11244370	COL4A1	88.26508069009343	132.68700988639614
chr9:39511456-39511479	OLFR957	188.86829093901713	209.90649924651194
chr11:5835752-5835775	POLM	43.65799690047632	32.62795325075315
chr10:80260735-80260758	GAMT	31.319867341646056	42.416339225979094
chr18:35979962-35979985	PSD2	85.41782002267105	52.20472520120504
chr19:10967109-10967132	MS4A10	145.2102940385408	266.4616182144841
chr11:86944633-86944656	YPEL2	83.51964624438948	42.416339225979094
chr7:92088646-92088669	DLG2	85.41782002267105	73.95669403504047
chr16:64926482-64926505	HTR1F	78.77421179868553	33.71555169244492
chr9:39597969-39597992	AW551984	149.00664159510396	121.81102546947842
chr9:57700713-57700736	CYP1A1	254.3552862897316	206.6437039214366
chr3:123016544-123016567	MYOZ2	99.6541233597829	108.75984416917717
chr13:21658801-21658824	OLFR1361	240.11898295261975	190.32972729606004
chr7:15942821-15942844	GLTSCR2	37.01438867649079	0.0
chr13:43376867-43376890	SIRT5	74.02877735298158	94.62106442718414
chr11:95265210-95265233	TAC4	15.185390226252633	0.0
chr16:64926416-64926439	HTR1F	141.41394648197763	152.26378183684804
