id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
PALM	5	0.99142	0.99086	0.999995	971	0	0.91007	0.022074	0.06946	0.775743	83	4	0.91007
GEMIN6	2	0.99189	0.99147	0.999995	972	0	2.1705	0.0081122	0.015975	0.371517	56	2	2.1705
RPS4X	1	0.99249	0.99248	0.999995	973	0	4.7948	0.0075147	0.0071535	0.238449	54	1	4.7948
CPSF1	4	0.99299	0.99327	0.999995	974	0	1.4144	0.0070116	0.024401	0.460956	50	4	1.4144
S100PBP	5	0.99303	0.99277	0.999995	975	0	0.95891	0.046526	0.13183	0.966987	132	4	0.95891
AW551984	5	0.99341	0.99323	0.999995	976	0	0.37827	0.060807	0.16587	0.966987	158	4	0.37827
RELA	5	0.9944	0.99439	0.999995	977	0	0.65784	0.0055985	0.022817	0.447389	47	5	0.65784
ACTR2	5	0.99454	0.99459	0.999995	978	0	0.7691	0.0054622	0.022361	0.447389	45	5	0.7691
MYO1G	5	0.99488	0.99505	0.999995	979	0	1.0024	0.0051171	0.020946	0.441729	43	5	1.0024
PLIN5	5	0.99601	0.9962	0.999995	980	0	1.0621	0.0039913	0.016837	0.37613	40	5	1.0621
MPHOSPH10	5	0.99648	0.99655	0.999995	981	0	1.5504	0.0018955	0.0081139	0.247675	30	5	1.5504
SLC13A2	5	0.99662	0.99668	0.999995	982	0	0.99245	0.0033827	0.01448	0.353176	38	5	0.99245
UROD	5	0.99715	0.99716	0.999995	983	0	2.6215	0.0028508	0.012163	0.311881	35	5	2.6215
VMN1R143	2	0.99744	0.99752	0.999995	984	0	4.1726	0.0025647	0.0052723	0.203337	34	2	4.1726
2610027L16RIK	5	0.99809	0.99814	0.999995	985	0	1.6219	0.0019097	0.0081733	0.247675	31	5	1.6219
PSMD6	5	0.99813	0.99818	0.999995	986	0	4.3464	1.2088e-05	6.4356e-05	0.010726	6	5	4.3464
RABGGTA	5	0.99833	0.99833	0.999995	987	0	2.9225	0.0016377	0.0069653	0.238449	28	5	2.9225
KTI12	5	0.99843	0.99845	0.999995	988	0	2.0286	0.0015726	0.0067475	0.238449	27	5	2.0286
FECH	5	0.99874	0.99879	0.999995	989	0	0.81121	0.0012586	0.0054901	0.203337	26	5	0.81121
BRF1	5	0.99902	0.99908	0.999995	990	0	0.8483	0.0009755	0.0041931	0.183375	22	5	0.8483
NARS2	5	0.99906	0.99913	0.999995	991	0	1.2815	0.00093784	0.0041238	0.183375	21	5	1.2815
SEC24C	5	0.99921	0.99929	0.999995	992	0	1.136	0.00078784	0.0034505	0.172525	19	5	1.136
MRPS7	5	0.99953	0.99955	0.999995	993	0	1.8262	0.0004651	0.0020347	0.132499	13	5	1.8262
VPS13D	5	0.99969	0.99969	0.999995	994	0	2.8448	0.00030765	0.0013515	0.125563	10	5	2.8448
A630055G03RIK	5	0.99974	0.99974	0.999995	995	0	1.8884	0.00026468	0.001203	0.125563	9	5	1.8884
MASTL	4	0.99993	0.99994	0.999995	996	0	4.0571	7.105e-05	0.00019307	0.024134	8	4	4.0571
DDX27	5	0.99998	0.99998	0.999995	997	0	3.7234	1.5245e-05	9.4059e-05	0.013437	7	5	3.7234
ORC6	4	0.99999	1.0	0.999995	998	0	4.3314	1.1185e-05	4.4554e-05	0.008911	5	4	4.3314
PSMB4	5	1.0	1.0	0.999995	999	0	3.4927	2.3108e-06	1.4851e-05	0.003713	4	5	3.4927
HARS	5	1.0	1.0	0.999995	1000	0	4.5082	1.4548e-07	4.9505e-06	0.00165	1	5	4.5082
